job_id,company_id,job_level,job_function,city,salary_min_k,salary_max_k,target_top10,online_days,urgency,hot_function,industry,company_size,funding_stage,brand_level,salary_level,intl_flag,top10_talent_ratio,avg_apply_cnt,hire_rate,talent_care_index,enterprise_tier,overall_rating,work_life_balance_score,salary_competitiveness,resume_response_rate,resume_response_time,offer_conversion_rate,impression_cnt,view_cnt,apply_cnt,hire_cnt,price_label
339,118,高级,产品经理,上海,8,21,1,50,3,0,教育,50,A轮,3,1,0,0.341,292,0.247,0.514,T2,4.41,3.22,4.1,0.39,5.95,0.597,727,689,186,55,345.49
340,119,中级,前端开发,北京,9,23,0,58,3,0,互联网,500,C轮及以上,4,3,0,0.07,178,0.153,0.411,T1,4.87,3.25,3.27,0.421,5.15,0.187,789,760,246,41,273.34
341,119,中级,数据分析,深圳,20,24,0,59,3,1,互联网,500,C轮及以上,4,3,0,0.07,178,0.153,0.411,T1,4.87,3.25,3.27,0.421,5.15,0.187,825,784,246,45,273.34
342,120,中级,后端开发,上海,36,40,1,16,3,1,教育,200,上市公司,5,5,1,0.393,209,0.268,0.684,T1,3.75,4.73,4.65,0.791,4.97,0.436,835,789,225,62,403.93
343,120,高级,前端开发,上海,9,13,1,34,3,0,教育,200,上市公司,5,5,1,0.393,209,0.268,0.684,T1,3.75,4.73,4.65,0.791,4.97,0.436,792,752,193,54,392.9
344,121,初级,前端开发,深圳,20,22,0,34,3,0,金融,1000,未融资,5,3,1,0.476,138,0.209,0.42,T1,4.42,2.53,4.9,0.533,6.31,0.187,767,717,230,58,418
345,121,中级,前端开发,新加坡,29,37,0,50,2,0,金融,1000,未融资,5,3,1,0.476,138,0.209,0.42,T1,4.42,2.53,4.9,0.533,6.31,0.187,775,741,190,40,405.55
346,121,中级,算法工程师,上海,34,41,1,9,3,1,金融,1000,未融资,5,3,1,0.476,138,0.209,0.42,T1,4.42,2.53,4.9,0.533,6.31,0.187,827,793,233,50,418
347,121,高级,前端开发,北京,24,35,1,44,1,0,金融,1000,未融资,5,3,1,0.476,138,0.209,0.42,T1,4.42,2.53,4.9,0.533,6.31,0.187,827,791,232,49,418
348,121,中级,算法工程师,新加坡,19,31,1,28,2,1,金融,1000,未融资,5,3,1,0.476,138,0.209,0.42,T1,4.42,2.53,4.9,0.533,6.31,0.187,766,726,217,47,415.1
349,122,中级,产品经理,上海,19,30,1,41,2,0,互联网,500,未融资,3,1,0,0.203,142,0.258,0.466,T2,3.95,3.31,3.04,0.669,4.98,0.462,803,771,209,50,319.21
350,122,高级,后端开发,新加坡,8,21,1,31,1,1,互联网,500,未融资,3,1,0,0.203,142,0.258,0.466,T2,3.95,3.31,3.04,0.669,4.98,0.462,788,744,192,45,313.67
351,122,中级,产品经理,北京,38,51,1,57,1,0,互联网,500,未融资,3,1,0,0.203,142,0.258,0.466,T2,3.95,3.31,3.04,0.669,4.98,0.462,814,769,232,60,326.04
352,123,中级,前端开发,新加坡,35,47,1,14,1,0,零售,1000,未融资,5,1,0,0.283,120,0.175,0.488,T1,4.35,3.89,2.72,0.482,2.34,0.353,810,767,235,33,383.45
353,124,初级,数据分析,新加坡,18,24,0,41,3,1,咨询,50,未融资,2,5,0,0.221,290,0.184,0.404,T3,4.53,2.87,2.99,0.409,5.01,0.44,802,771,211,39,309.12
354,124,中级,运营,新加坡,22,26,0,58,3,0,咨询,50,未融资,2,5,0,0.221,290,0.184,0.404,T3,4.53,2.87,2.99,0.409,5.01,0.44,756,716,221,48,311.99
355,124,高级,产品经理,上海,32,45,0,23,2,0,咨询,50,未融资,2,5,0,0.221,290,0.184,0.404,T3,4.53,2.87,2.99,0.409,5.01,0.44,849,803,238,34,316.59
356,124,高级,前端开发,深圳,29,34,0,31,2,0,咨询,50,未融资,2,5,0,0.221,290,0.184,0.404,T3,4.53,2.87,2.99,0.409,5.01,0.44,828,790,236,51,316.07
357,125,高级,运营,上海,32,44,1,7,1,0,制造业,1000,未融资,3,1,0,0.053,116,0.086,0.375,T2,3.09,2.73,4.55,0.638,2.49,0.201,767,716,188,19,250
358,125,初级,产品经理,北京,21,27,1,28,3,0,制造业,1000,未融资,3,1,0,0.053,116,0.086,0.375,T2,3.09,2.73,4.55,0.638,2.49,0.201,772,736,198,19,250
359,125,初级,运营,新加坡,23,33,0,20,3,0,制造业,1000,未融资,3,1,0,0.053,116,0.086,0.375,T2,3.09,2.73,4.55,0.638,2.49,0.201,792,747,229,17,250
360,125,中级,数据分析,上海,27,33,1,25,3,1,制造业,1000,未融资,3,1,0,0.053,116,0.086,0.375,T2,3.09,2.73,4.55,0.638,2.49,0.201,852,804,225,14,250
361,125,中级,产品经理,深圳,10,21,1,23,2,0,制造业,1000,未融资,3,1,0,0.053,116,0.086,0.375,T2,3.09,2.73,4.55,0.638,2.49,0.201,726,687,211,22,250
362,126,中级,前端开发,北京,27,38,0,25,2,0,教育,1000,天使轮,2,4,0,0.224,261,0.246,0.561,T2,4.29,4.54,4.19,0.308,5.44,0.473,763,720,197,52,305.69
363,126,高级,前端开发,广州,25,34,1,20,1,0,教育,1000,天使轮,2,4,0,0.224,261,0.246,0.561,T2,4.29,4.54,4.19,0.308,5.44,0.473,816,774,222,58,313.11
364,127,初级,数据分析,深圳,14,27,1,50,1,1,零售,100,上市公司,1,2,1,0.406,197,0.155,0.582,T3,3.45,4.74,4.09,0.461,4.53,0.598,765,716,217,32,330.27
365,128,高级,后端开发,广州,36,43,0,46,3,1,制造业,100,C轮及以上,2,5,1,0.318,166,0.175,0.593,T2,4.34,4.56,3.5,0.346,1,0.433,804,766,233,40,337.87
366,128,中级,运营,新加坡,17,31,0,39,1,0,制造业,100,C轮及以上,2,5,1,0.318,166,0.175,0.593,T2,4.34,4.56,3.5,0.346,1,0.433,866,829,245,37,340.99
367,128,高级,后端开发,新加坡,13,21,0,19,1,1,制造业,100,C轮及以上,2,5,1,0.318,166,0.175,0.593,T2,4.34,4.56,3.5,0.346,1,0.433,841,784,236,44,338.66
368,128,初级,运营,杭州,24,38,1,36,1,0,制造业,100,C轮及以上,2,5,1,0.318,166,0.175,0.593,T2,4.34,4.56,3.5,0.346,1,0.433,820,779,240,35,339.71
369,129,中级,数据分析,上海,12,15,1,38,1,1,制造业,3000,A轮,1,3,1,0.096,143,0.246,0.623,T3,3.94,4.75,3.94,0.687,3.83,0.347,784,748,209,43,243.27
370,130,初级,产品经理,北京,29,39,1,20,2,0,互联网,100,A轮,1,4,0,0.431,212,0.2,0.706,T3,4.55,3.88,3.27,0.861,2.73,0.562,829,794,232,47,337.72
371,130,高级,产品经理,广州,38,48,0,32,2,0,互联网,100,A轮,1,4,0,0.431,212,0.2,0.706,T3,4.55,3.88,3.27,0.861,2.73,0.562,786,755,212,42,332.42
372,131,高级,运营,深圳,21,34,1,29,2,0,制造业,1000,上市公司,2,5,1,0.289,148,0.1,0.528,T3,3.25,4.53,3.69,0.897,2.64,0.108,800,762,226,17,330.04
373,131,高级,后端开发,上海,20,26,1,17,3,1,制造业,1000,上市公司,2,5,1,0.289,148,0.1,0.528,T3,3.25,4.53,3.69,0.897,2.64,0.108,810,763,209,22,325.18
374,131,高级,数据分析,广州,38,40,1,31,1,1,制造业,1000,上市公司,2,5,1,0.289,148,0.1,0.528,T3,3.25,4.53,3.69,0.897,2.64,0.108,799,758,224,17,329.48
375,131,中级,算法工程师,上海,22,31,1,50,1,1,制造业,1000,上市公司,2,5,1,0.289,148,0.1,0.528,T3,3.25,4.53,3.69,0.897,2.64,0.108,810,779,202,16,323.07
376,132,中级,前端开发,杭州,9,17,0,47,2,0,咨询,200,上市公司,3,1,1,0.429,162,0.198,0.56,T2,4.25,3.46,4.48,0.515,4.41,0.465,792,757,232,41,374.94
377,132,高级,算法工程师,杭州,28,38,0,10,2,1,咨询,200,上市公司,3,1,1,0.429,162,0.198,0.56,T2,4.25,3.46,4.48,0.515,4.41,0.465,735,684,198,39,364.58
378,132,高级,后端开发,杭州,21,31,0,56,2,1,咨询,200,上市公司,3,1,1,0.429,162,0.198,0.56,T2,4.25,3.46,4.48,0.515,4.41,0.465,718,671,195,37,363.58
379,132,中级,运营,广州,17,19,0,38,1,0,咨询,200,上市公司,3,1,1,0.429,162,0.198,0.56,T2,4.25,3.46,4.48,0.515,4.41,0.465,756,712,202,42,365.89
380,133,初级,后端开发,新加坡,38,48,1,44,3,1,零售,1000,A轮,5,1,0,0.311,152,0.152,0.588,T1,3.56,4.17,4.95,0.377,2.6,0.544,787,741,213,34,383.16
381,133,中级,算法工程师,北京,30,38,0,49,1,1,零售,1000,A轮,5,1,0,0.311,152,0.152,0.588,T1,3.56,4.17,4.95,0.377,2.6,0.544,777,741,211,29,382.48
382,133,高级,前端开发,广州,9,12,1,46,1,0,零售,1000,A轮,5,1,0,0.311,152,0.152,0.588,T1,3.56,4.17,4.95,0.377,2.6,0.544,800,762,223,27,386.46
383,133,中级,算法工程师,杭州,19,29,1,28,3,1,零售,1000,A轮,5,1,0,0.311,152,0.152,0.588,T1,3.56,4.17,4.95,0.377,2.6,0.544,753,713,208,38,381.45
384,133,高级,产品经理,新加坡,26,40,0,26,1,0,零售,1000,A轮,5,1,0,0.311,152,0.152,0.588,T1,3.56,4.17,4.95,0.377,2.6,0.544,820,787,238,37,391.14
385,134,高级,数据分析,新加坡,13,18,0,28,1,1,制造业,200,A轮,5,1,1,0.302,140,0.167,0.629,T1,4.71,4.97,4.83,0.51,5.55,0.131,763,733,217,34,382.39
386,134,中级,数据分析,杭州,30,42,0,59,1,1,制造业,200,A轮,5,1,1,0.302,140,0.167,0.629,T1,4.71,4.97,4.83,0.51,5.55,0.131,804,770,232,42,387.19
387,134,初级,算法工程师,北京,24,32,0,28,3,1,制造业,200,A轮,5,1,1,0.302,140,0.167,0.629,T1,4.71,4.97,4.83,0.51,5.55,0.131,790,744,204,36,377.95
388,134,初级,算法工程师,广州,22,36,0,47,2,1,制造业,200,A轮,5,1,1,0.302,140,0.167,0.629,T1,4.71,4.97,4.83,0.51,5.55,0.131,793,752,223,47,384.35
389,134,高级,产品经理,新加坡,15,27,1,22,2,0,制造业,200,A轮,5,1,1,0.302,140,0.167,0.629,T1,4.71,4.97,4.83,0.51,5.55,0.131,787,740,224,41,384.67
390,135,高级,前端开发,杭州,21,24,0,41,1,0,互联网,200,天使轮,1,1,1,0.097,139,0.057,0.701,T3,4.86,3.06,4.83,0.793,0.96,0.325,680,567,158,9,227.44
391,135,高级,产品经理,杭州,39,47,1,18,1,0,互联网,200,天使轮,1,1,1,0.097,139,0.057,0.701,T3,4.86,3.06,4.83,0.793,0.96,0.325,786,748,223,13,247.69
392,135,初级,产品经理,新加坡,24,29,1,43,2,0,互联网,200,天使轮,1,1,1,0.097,139,0.057,0.701,T3,4.86,3.06,4.83,0.793,0.96,0.325,733,686,198,10,240.7
393,136,初级,产品经理,广州,32,34,0,26,1,0,咨询,100,B轮,1,3,0,0.125,255,0.103,0.443,T3,4.99,3.47,3.51,0.344,4.79,0.202,758,697,187,21,252.25
394,136,初级,后端开发,广州,30,39,0,25,1,1,咨询,100,B轮,1,3,0,0.125,255,0.103,0.443,T3,4.99,3.47,3.51,0.344,4.79,0.202,799,743,198,17,255.61
395,136,初级,算法工程师,广州,21,33,1,36,2,1,咨询,100,B轮,1,3,0,0.125,255,0.103,0.443,T3,4.99,3.47,3.51,0.344,4.79,0.202,773,735,209,22,258.78
396,136,高级,后端开发,深圳,17,21,0,10,3,1,咨询,100,B轮,1,3,0,0.125,255,0.103,0.443,T3,4.99,3.47,3.51,0.344,4.79,0.202,713,681,188,19,252.56
397,137,初级,后端开发,广州,9,17,0,13,2,1,金融,500,C轮及以上,3,4,0,0.487,66,0.12,0.62,T2,4.59,3.7,3.67,0.866,5.76,0.383,793,752,224,31,380
398,137,中级,前端开发,深圳,33,43,0,48,1,0,金融,500,C轮及以上,3,4,0,0.487,66,0.12,0.62,T2,4.59,3.7,3.67,0.866,5.76,0.383,826,787,227,34,380
399,138,初级,运营,杭州,29,40,1,36,1,0,零售,50,未融资,4,2,0,0.153,67,0.228,0.483,T1,4.51,2.85,4.26,0.439,4.87,0.425,759,722,203,49,313.78
400,138,中级,运营,北京,9,13,0,27,2,0,零售,50,未融资,4,2,0,0.153,67,0.228,0.483,T1,4.51,2.85,4.26,0.439,4.87,0.425,749,711,203,56,313.78
401,139,中级,前端开发,上海,9,17,0,20,3,0,制造业,100,B轮,2,3,0,0.49,222,0.053,0.49,T3,3.43,2.7,4.81,0.89,3.73,0.251,780,736,207,10,357.37
402,139,初级,算法工程师,广州,25,33,0,21,1,1,制造业,100,B轮,2,3,0,0.49,222,0.053,0.49,T3,3.43,2.7,4.81,0.89,3.73,0.251,776,748,208,14,357.67
403,139,高级,前端开发,广州,13,27,1,15,3,0,制造业,100,B轮,2,3,0,0.49,222,0.053,0.49,T3,3.43,2.7,4.81,0.89,3.73,0.251,793,761,231,11,361
404,139,初级,数据分析,新加坡,34,46,0,30,3,1,制造业,100,B轮,2,3,0,0.49,222,0.053,0.49,T3,3.43,2.7,4.81,0.89,3.73,0.251,793,765,236,8,361
405,140,高级,前端开发,北京,22,36,0,38,1,0,互联网,100,上市公司,1,3,0,0.289,165,0.152,0.495,T3,3.67,4.57,2.85,0.787,6.68,0.33,786,738,210,36,308.35
406,140,高级,数据分析,新加坡,8,14,1,11,3,1,互联网,100,上市公司,1,3,0,0.289,165,0.152,0.495,T3,3.67,4.57,2.85,0.787,6.68,0.33,718,691,186,36,301.21
407,141,中级,前端开发,上海,28,37,1,27,1,0,金融,500,A轮,5,2,1,0.111,142,0.281,0.608,T1,3.93,4.94,3.26,0.766,2.45,0.24,819,781,224,61,312.74
408,141,初级,前端开发,广州,34,39,1,12,3,0,金融,500,A轮,5,2,1,0.111,142,0.281,0.608,T1,3.93,4.94,3.26,0.766,2.45,0.24,775,736,237,68,316.79
409,141,高级,后端开发,广州,17,20,1,51,1,1,金融,500,A轮,5,2,1,0.111,142,0.281,0.608,T1,3.93,4.94,3.26,0.766,2.45,0.24,832,790,225,66,313.06
410,141,初级,运营,杭州,32,40,1,18,3,0,金融,500,A轮,5,2,1,0.111,142,0.281,0.608,T1,3.93,4.94,3.26,0.766,2.45,0.24,817,773,231,65,314.95
411,141,初级,后端开发,广州,34,47,1,14,3,1,金融,500,A轮,5,2,1,0.111,142,0.281,0.608,T1,3.93,4.94,3.26,0.766,2.45,0.24,770,735,219,54,311.11
412,142,初级,数据分析,新加坡,37,39,1,17,2,1,金融,50,B轮,3,2,0,0.095,261,0.078,0.474,T2,4.55,3.51,2.85,0.423,0.62,0.285,808,770,239,13,278.37
413,142,中级,后端开发,杭州,31,33,0,11,3,1,金融,50,B轮,3,2,0,0.095,261,0.078,0.474,T2,4.55,3.51,2.85,0.423,0.62,0.285,789,745,223,16,273.85
414,142,中级,运营,北京,21,33,1,56,1,0,金融,50,B轮,3,2,0,0.095,261,0.078,0.474,T2,4.55,3.51,2.85,0.423,0.62,0.285,789,754,229,18,275.58
415,142,中级,后端开发,上海,15,26,0,16,2,1,金融,50,B轮,3,2,0,0.095,261,0.078,0.474,T2,4.55,3.51,2.85,0.423,0.62,0.285,797,758,224,20,274.14
416,143,高级,运营,新加坡,15,29,1,45,1,0,教育,1000,C轮及以上,2,1,0,0.144,230,0.179,0.375,T3,4.83,2.72,4.03,0.206,3.31,0.18,743,713,198,32,278.59
417,143,中级,数据分析,北京,17,22,0,17,1,1,教育,1000,C轮及以上,2,1,0,0.144,230,0.179,0.375,T3,4.83,2.72,4.03,0.206,3.31,0.18,577,429,87,17,237.5
418,143,高级,数据分析,北京,12,25,0,15,2,1,教育,1000,C轮及以上,2,1,0,0.144,230,0.179,0.375,T3,4.83,2.72,4.03,0.206,3.31,0.18,805,758,209,36,281.94
419,143,中级,数据分析,北京,26,39,0,48,1,1,教育,1000,C轮及以上,2,1,0,0.144,230,0.179,0.375,T3,4.83,2.72,4.03,0.206,3.31,0.18,757,720,236,49,289.48
420,143,高级,后端开发,新加坡,15,21,0,52,1,1,教育,1000,C轮及以上,2,1,0,0.144,230,0.179,0.375,T3,4.83,2.72,4.03,0.206,3.31,0.18,655,559,143,19,258.4
421,144,高级,运营,杭州,24,28,0,21,3,0,咨询,3000,上市公司,3,3,0,0.467,140,0.247,0.402,T2,3.38,2.66,3.27,0.467,0.71,0.543,749,713,219,55,376.72
422,144,高级,产品经理,北京,8,15,0,40,1,0,咨询,3000,上市公司,3,3,0,0.467,140,0.247,0.402,T2,3.38,2.66,3.27,0.467,0.71,0.543,781,744,226,58,378.77
423,144,高级,运营,北京,20,34,1,53,3,0,咨询,3000,上市公司,3,3,0,0.467,140,0.247,0.402,T2,3.38,2.66,3.27,0.467,0.71,0.543,819,783,242,73,380
424,144,中级,前端开发,广州,35,42,0,18,2,0,咨询,3000,上市公司,3,3,0,0.467,140,0.247,0.402,T2,3.38,2.66,3.27,0.467,0.71,0.543,813,768,233,62,380
425,145,中级,后端开发,杭州,8,17,0,9,1,1,制造业,3000,未融资,2,5,0,0.236,131,0.286,0.478,T3,4.84,4.73,3.32,0.411,6.7,0.105,778,737,218,53,315.22
426,145,中级,产品经理,广州,25,32,1,18,2,0,制造业,3000,未融资,2,5,0,0.236,131,0.286,0.478,T3,4.84,4.73,3.32,0.411,6.7,0.105,836,792,228,74,318.01
427,145,中级,产品经理,新加坡,16,20,1,17,2,0,制造业,3000,未融资,2,5,0,0.236,131,0.286,0.478,T3,4.84,4.73,3.32,0.411,6.7,0.105,832,790,220,63,315.79
428,145,高级,后端开发,广州,13,27,1,48,3,1,制造业,3000,未融资,2,5,0,0.236,131,0.286,0.478,T3,4.84,4.73,3.32,0.411,6.7,0.105,786,746,210,57,312.9
429,146,初级,算法工程师,广州,31,43,1,18,3,1,互联网,1000,未融资,2,2,0,0.228,117,0.237,0.461,T3,4.39,3.66,2.68,0.226,1.86,0.541,791,759,214,53,311.93
430,146,高级,运营,上海,16,20,0,34,3,0,互联网,1000,未融资,2,2,0,0.228,117,0.237,0.461,T3,4.39,3.66,2.68,0.226,1.86,0.541,808,766,213,36,311.64
431,146,中级,后端开发,广州,31,36,0,33,1,1,互联网,1000,未融资,2,2,0,0.228,117,0.237,0.461,T3,4.39,3.66,2.68,0.226,1.86,0.541,668,561,131,33,281.47
432,146,中级,前端开发,深圳,20,27,0,52,2,0,互联网,1000,未融资,2,2,0,0.228,117,0.237,0.461,T3,4.39,3.66,2.68,0.226,1.86,0.541,764,725,221,40,313.93
433,147,中级,产品经理,广州,12,22,1,29,3,0,教育,100,C轮及以上,1,2,0,0.191,242,0.23,0.446,T3,4.22,3.3,3.37,0.554,5.63,0.386,810,772,218,61,286.19
434,147,初级,前端开发,上海,22,27,0,33,1,0,教育,100,C轮及以上,1,2,0,0.191,242,0.23,0.446,T3,4.22,3.3,3.37,0.554,5.63,0.386,766,693,175,46,273.27
435,147,高级,运营,深圳,36,47,1,22,1,0,教育,100,C轮及以上,1,2,0,0.191,242,0.23,0.446,T3,4.22,3.3,3.37,0.554,5.63,0.386,819,782,228,61,288.83
436,147,高级,后端开发,新加坡,23,34,0,32,1,1,教育,100,C轮及以上,1,2,0,0.191,242,0.23,0.446,T3,4.22,3.3,3.37,0.554,5.63,0.386,679,629,186,37,276.85
437,148,初级,算法工程师,广州,22,36,0,43,2,1,咨询,50,C轮及以上,3,4,0,0.116,163,0.257,0.418,T2,3.4,3.69,4.66,0.482,5.53,0.266,770,734,200,39,279.78
438,148,中级,算法工程师,新加坡,16,21,1,48,3,1,咨询,50,C轮及以上,3,4,0,0.116,163,0.257,0.418,T2,3.4,3.69,4.66,0.482,5.53,0.266,787,754,204,51,281.08
439,148,中级,前端开发,广州,20,23,0,22,3,0,咨询,50,C轮及以上,3,4,0,0.116,163,0.257,0.418,T2,3.4,3.69,4.66,0.482,5.53,0.266,820,764,223,58,286.89
440,148,初级,运营,广州,12,19,0,18,1,0,咨询,50,C轮及以上,3,4,0,0.116,163,0.257,0.418,T2,3.4,3.69,4.66,0.482,5.53,0.266,824,779,236,68,290.59
441,148,初级,前端开发,深圳,38,50,0,43,2,0,咨询,50,C轮及以上,3,4,0,0.116,163,0.257,0.418,T2,3.4,3.69,4.66,0.482,5.53,0.266,802,762,219,55,285.71
442,149,中级,数据分析,深圳,24,29,0,44,3,1,教育,100,A轮,3,5,0,0.27,50,0.162,0.423,T2,3.11,3.3,3.08,0.644,1.92,0.462,771,748,228,29,343.54
443,149,初级,算法工程师,新加坡,17,29,1,23,3,1,教育,100,A轮,3,5,0,0.27,50,0.162,0.423,T2,3.11,3.3,3.08,0.644,1.92,0.462,821,788,275,42,355.79
444,150,中级,后端开发,上海,34,40,0,33,2,1,零售,200,未融资,5,5,0,0.109,107,0.251,0.555,T1,4.14,3.72,4.24,0.635,4.54,0.354,810,779,228,79,312.7
445,150,中级,算法工程师,上海,26,33,1,53,3,1,零售,200,未融资,5,5,0,0.109,107,0.251,0.555,T1,4.14,3.72,4.24,0.635,4.54,0.354,819,788,241,60,316.69
446,150,高级,算法工程师,北京,34,40,0,38,1,1,零售,200,未融资,5,5,0,0.109,107,0.251,0.555,T1,4.14,3.72,4.24,0.635,4.54,0.354,867,817,250,65,319.32
447,150,中级,运营,杭州,13,22,0,31,1,0,零售,200,未融资,5,5,0,0.109,107,0.251,0.555,T1,4.14,3.72,4.24,0.635,4.54,0.354,811,776,226,49,312.07
448,150,中级,后端开发,深圳,23,28,1,59,2,1,零售,200,未融资,5,5,0,0.109,107,0.251,0.555,T1,4.14,3.72,4.24,0.635,4.54,0.354,797,758,221,44,310.46
449,151,中级,后端开发,北京,15,26,0,15,3,1,咨询,100,上市公司,5,2,0,0.426,203,0.052,0.591,T1,4.3,4.65,4.07,0.285,0.81,0.35,849,802,232,15,411.93
450,151,中级,前端开发,北京,15,26,0,25,1,0,咨询,100,上市公司,5,2,0,0.426,203,0.052,0.591,T1,4.3,4.65,4.07,0.285,0.81,0.35,778,738,202,5,401.97
451,151,初级,运营,杭州,31,44,0,53,2,0,咨询,100,上市公司,5,2,0,0.426,203,0.052,0.591,T1,4.3,4.65,4.07,0.285,0.81,0.35,841,797,234,13,412.55
452,152,高级,数据分析,新加坡,15,28,0,32,3,1,咨询,100,B轮,1,1,1,0.217,158,0.281,0.554,T3,3.42,3.98,4.66,0.884,3.64,0.155,701,592,153,32,272.87
453,152,中级,后端开发,新加坡,34,39,0,57,3,1,咨询,100,B轮,1,1,1,0.217,158,0.281,0.554,T3,3.42,3.98,4.66,0.884,3.64,0.155,688,627,175,61,280.77
454,152,高级,算法工程师,上海,14,22,1,14,3,1,咨询,100,B轮,1,1,1,0.217,158,0.281,0.554,T3,3.42,3.98,4.66,0.884,3.64,0.155,856,821,228,66,296.33
455,152,中级,产品经理,新加坡,25,31,0,37,3,0,咨询,100,B轮,1,1,1,0.217,158,0.281,0.554,T3,3.42,3.98,4.66,0.884,3.64,0.155,668,590,167,45,278.02
456,152,高级,算法工程师,北京,31,43,0,10,3,1,咨询,100,B轮,1,1,1,0.217,158,0.281,0.554,T3,3.42,3.98,4.66,0.884,3.64,0.155,794,749,218,65,293.69
457,153,高级,数据分析,杭州,34,36,0,55,2,1,制造业,1000,上市公司,1,4,0,0.219,197,0.161,0.464,T3,4.11,4.24,2.83,0.331,0.6,0.295,742,712,209,32,291.75
458,153,中级,运营,杭州,24,30,0,18,1,0,制造业,1000,上市公司,1,4,0,0.219,197,0.161,0.464,T3,4.11,4.24,2.83,0.331,0.6,0.295,793,743,233,34,298.15
459,153,初级,运营,北京,27,38,0,54,1,0,制造业,1000,上市公司,1,4,0,0.219,197,0.161,0.464,T3,4.11,4.24,2.83,0.331,0.6,0.295,754,722,203,29,290.04
460,154,中级,后端开发,广州,23,37,0,13,2,1,咨询,1000,天使轮,4,5,1,0.263,165,0.188,0.524,T1,4.71,3.41,4.94,0.512,6.49,0.221,729,688,188,41,345.68
461,154,初级,算法工程师,新加坡,37,50,0,34,2,1,咨询,1000,天使轮,4,5,1,0.263,165,0.188,0.524,T1,4.71,3.41,4.94,0.512,6.49,0.221,786,746,199,49,349.58
462,154,中级,前端开发,杭州,12,20,0,17,2,0,咨询,1000,天使轮,4,5,1,0.263,165,0.188,0.524,T1,4.71,3.41,4.94,0.512,6.49,0.221,847,806,237,38,361.57
463,154,初级,算法工程师,杭州,29,42,0,54,2,1,咨询,1000,天使轮,4,5,1,0.263,165,0.188,0.524,T1,4.71,3.41,4.94,0.512,6.49,0.221,830,780,241,55,362.72
464,154,中级,运营,广州,38,43,0,50,1,0,咨询,1000,天使轮,4,5,1,0.263,165,0.188,0.524,T1,4.71,3.41,4.94,0.512,6.49,0.221,835,796,266,60,369.49
465,155,初级,数据分析,北京,21,26,1,28,2,1,教育,1000,天使轮,5,2,0,0.25,136,0.114,0.506,T1,4.67,4.35,3.96,0.542,6.84,0.108,826,778,241,31,376.35
466,155,初级,后端开发,北京,35,41,0,39,3,1,教育,1000,天使轮,5,2,0,0.25,136,0.114,0.506,T1,4.67,4.35,3.96,0.542,6.84,0.108,785,741,217,20,368.8
467,156,中级,数据分析,北京,28,33,0,10,1,1,咨询,3000,C轮及以上,2,5,0,0.498,59,0.236,0.764,T2,4.85,4.17,4.99,0.769,1.94,0.28,761,718,213,56,360.15
468,156,中级,算法工程师,杭州,26,32,0,29,2,1,咨询,3000,C轮及以上,2,5,0,0.498,59,0.236,0.764,T2,4.85,4.17,4.99,0.769,1.94,0.28,825,783,242,63,361
469,157,初级,运营,广州,30,42,1,22,3,0,制造业,200,A轮,3,4,1,0.295,108,0.069,0.346,T2,3.73,2.8,4.78,0.269,1.85,0.145,776,739,210,9,343.95
470,157,初级,后端开发,新加坡,16,27,0,30,2,1,制造业,200,A轮,3,4,1,0.295,108,0.069,0.346,T2,3.73,2.8,4.78,0.269,1.85,0.145,790,751,231,20,350.18
471,157,初级,算法工程师,广州,23,31,0,52,3,1,制造业,200,A轮,3,4,1,0.295,108,0.069,0.346,T2,3.73,2.8,4.78,0.269,1.85,0.145,754,718,236,20,351.58
472,157,初级,前端开发,杭州,15,24,1,51,2,0,制造业,200,A轮,3,4,1,0.295,108,0.069,0.346,T2,3.73,2.8,4.78,0.269,1.85,0.145,753,706,212,18,344.57
473,157,高级,前端开发,北京,37,45,0,49,3,0,制造业,200,A轮,3,4,1,0.295,108,0.069,0.346,T2,3.73,2.8,4.78,0.269,1.85,0.145,758,715,226,20,348.75
474,158,高级,产品经理,广州,25,38,0,52,2,0,制造业,1000,天使轮,1,4,0,0.09,252,0.268,0.36,T3,3.64,3.93,3.05,0.5,5.4,0.228,765,717,223,71,243.29
475,158,中级,运营,深圳,8,14,0,49,1,0,制造业,1000,天使轮,1,4,0,0.09,252,0.268,0.36,T3,3.64,3.93,3.05,0.5,5.4,0.228,761,734,212,50,240.31
476,158,高级,数据分析,新加坡,24,36,0,35,2,1,制造业,1000,天使轮,1,4,0,0.09,252,0.268,0.36,T3,3.64,3.93,3.05,0.5,5.4,0.228,727,694,208,57,239.2
477,158,中级,算法工程师,上海,37,51,1,45,3,1,制造业,1000,天使轮,1,4,0,0.09,252,0.268,0.36,T3,3.64,3.93,3.05,0.5,5.4,0.228,768,733,220,55,242.49
478,158,初级,运营,新加坡,33,46,1,8,1,0,制造业,1000,天使轮,1,4,0,0.09,252,0.268,0.36,T3,3.64,3.93,3.05,0.5,5.4,0.228,807,764,243,68,248.33
479,159,中级,算法工程师,广州,30,35,0,41,3,1,零售,50,未融资,3,3,0,0.323,90,0.257,0.424,T2,4.5,3.14,2.64,0.64,2.15,0.146,784,734,222,66,353.51
480,160,高级,后端开发,深圳,16,30,0,38,3,1,教育,3000,上市公司,3,2,0,0.118,154,0.104,0.354,T2,3.86,4.51,3.14,0.351,6.32,0.15,801,762,204,20,282.19
